simulationId,setId,timeToCreate,actionId,typeOfAction,recordType,recordId,associationType,associationTypeId,associatedRecordId,payload,details
{{simulationId}},5,505,500,create_note,note,note_{{simulationId}}_5_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_5,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},9,505,500,create_note,note,note_{{simulationId}}_9_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_9,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},11,505,200,create_company,company,company_{{simulationId}}_11,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},11,505,100,create_contact,contact,contact_{{simulationId}}_11,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},8,510,400,update_ticket,ticket,ticket_{{simulationId}}_8,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},10,510,300,update_deal,deal,deal_{{simulationId}}_10,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},10,515,500,create_note,note,note_{{simulationId}}_10_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_10,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},11,525,300,create_deal,deal,deal_{{simulationId}}_11,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_11|company_{{simulationId}}_11,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},9,545,400,create_ticket,ticket,ticket_{{simulationId}}_9,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_9|company_{{simulationId}}_9,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},2,550,400,update_ticket,ticket,ticket_{{simulationId}}_2,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},4,550,300,update_deal,deal,deal_{{simulationId}}_4,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},4,550,300,update_deal,deal,deal_{{simulationId}}_4,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},6,550,300,update_deal,deal,deal_{{simulationId}}_6,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},8,550,300,update_deal,deal,deal_{{simulationId}}_8,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},10,550,300,update_deal,deal,deal_{{simulationId}}_10,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},2,555,500,create_note,note,note_{{simulationId}}_2_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_2,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},6,555,500,create_note,note,note_{{simulationId}}_6_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_6,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},10,555,500,create_note,note,note_{{simulationId}}_10_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_10,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},12,555,200,create_company,company,company_{{simulationId}}_12,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},12,555,100,create_contact,contact,contact_{{simulationId}}_12,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},9,560,400,update_ticket,ticket,ticket_{{simulationId}}_9,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},11,560,300,update_deal,deal,deal_{{simulationId}}_11,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},11,565,500,create_note,note,note_{{simulationId}}_11_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_11,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},12,575,300,create_deal,deal,deal_{{simulationId}}_12,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_12|company_{{simulationId}}_12,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},10,595,400,create_ticket,ticket,ticket_{{simulationId}}_10,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_10|company_{{simulationId}}_10,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},3,600,400,update_ticket,ticket,ticket_{{simulationId}}_3,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},5,600,300,update_deal,deal,deal_{{simulationId}}_5,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},5,600,300,update_deal,deal,deal_{{simulationId}}_5,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},7,600,300,update_deal,deal,deal_{{simulationId}}_7,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},9,600,300,update_deal,deal,deal_{{simulationId}}_9,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},11,600,300,update_deal,deal,deal_{{simulationId}}_11,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},1,605,500,create_note,note,note_{{simulationId}}_1_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_1,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},3,605,500,create_note,note,note_{{simulationId}}_3_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_3,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},7,605,500,create_note,note,note_{{simulationId}}_7_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_7,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},11,605,500,create_note,note,note_{{simulationId}}_11_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_11,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},13,605,200,create_company,company,company_{{simulationId}}_13,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},13,605,100,create_contact,contact,contact_{{simulationId}}_13,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},10,610,400,update_ticket,ticket,ticket_{{simulationId}}_10,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},12,610,300,update_deal,deal,deal_{{simulationId}}_12,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},12,615,500,create_note,note,note_{{simulationId}}_12_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_12,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},13,625,300,create_deal,deal,deal_{{simulationId}}_13,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_13|company_{{simulationId}}_13,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},11,645,400,create_ticket,ticket,ticket_{{simulationId}}_11,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_11|company_{{simulationId}}_11,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},4,650,400,update_ticket,ticket,ticket_{{simulationId}}_4,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},6,650,300,update_deal,deal,deal_{{simulationId}}_6,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},6,650,300,update_deal,deal,deal_{{simulationId}}_6,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},8,650,300,update_deal,deal,deal_{{simulationId}}_8,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},10,650,300,update_deal,deal,deal_{{simulationId}}_10,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},12,650,300,update_deal,deal,deal_{{simulationId}}_12,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},2,655,500,create_note,note,note_{{simulationId}}_2_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_2,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},4,655,500,create_note,note,note_{{simulationId}}_4_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_4,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},8,655,500,create_note,note,note_{{simulationId}}_8_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_8,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},12,655,500,create_note,note,note_{{simulationId}}_12_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_12,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},14,655,200,create_company,company,company_{{simulationId}}_14,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},14,655,100,create_contact,contact,contact_{{simulationId}}_14,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},11,660,400,update_ticket,ticket,ticket_{{simulationId}}_11,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},13,660,300,update_deal,deal,deal_{{simulationId}}_13,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},13,665,500,create_note,note,note_{{simulationId}}_13_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_13,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},14,675,300,create_deal,deal,deal_{{simulationId}}_14,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_14|company_{{simulationId}}_14,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},12,695,400,create_ticket,ticket,ticket_{{simulationId}}_12,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_12|company_{{simulationId}}_12,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},5,700,400,update_ticket,ticket,ticket_{{simulationId}}_5,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},7,700,300,update_deal,deal,deal_{{simulationId}}_7,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},7,700,300,update_deal,deal,deal_{{simulationId}}_7,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},9,700,300,update_deal,deal,deal_{{simulationId}}_9,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},11,700,300,update_deal,deal,deal_{{simulationId}}_11,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},13,700,300,update_deal,deal,deal_{{simulationId}}_13,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},3,705,500,create_note,note,note_{{simulationId}}_3_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_3,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},5,705,500,create_note,note,note_{{simulationId}}_5_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_5,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},9,705,500,create_note,note,note_{{simulationId}}_9_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_9,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},13,705,500,create_note,note,note_{{simulationId}}_13_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_13,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},15,705,200,create_company,company,company_{{simulationId}}_15,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},15,705,100,create_contact,contact,contact_{{simulationId}}_15,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},12,710,400,update_ticket,ticket,ticket_{{simulationId}}_12,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},14,710,300,update_deal,deal,deal_{{simulationId}}_14,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},14,715,500,create_note,note,note_{{simulationId}}_14_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_14,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},15,725,300,create_deal,deal,deal_{{simulationId}}_15,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_15|company_{{simulationId}}_15,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},13,745,400,create_ticket,ticket,ticket_{{simulationId}}_13,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_13|company_{{simulationId}}_13,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},6,750,400,update_ticket,ticket,ticket_{{simulationId}}_6,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},8,750,300,update_deal,deal,deal_{{simulationId}}_8,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},8,750,300,update_deal,deal,deal_{{simulationId}}_8,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},10,750,300,update_deal,deal,deal_{{simulationId}}_10,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},12,750,300,update_deal,deal,deal_{{simulationId}}_12,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},14,750,300,update_deal,deal,deal_{{simulationId}}_14,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},4,755,500,create_note,note,note_{{simulationId}}_4_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_4,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},6,755,500,create_note,note,note_{{simulationId}}_6_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_6,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},10,755,500,create_note,note,note_{{simulationId}}_10_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_10,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},14,755,500,create_note,note,note_{{simulationId}}_14_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_14,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},16,755,200,create_company,company,company_{{simulationId}}_16,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},16,755,100,create_contact,contact,contact_{{simulationId}}_16,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
{{simulationId}},13,760,400,update_ticket,ticket,ticket_{{simulationId}}_13,,,,"{""properties"":{""hs_pipeline_stage"":""2""}}",Ticket stage → in progress
{{simulationId}},15,760,300,update_deal,deal,deal_{{simulationId}}_15,,,,"{""properties"":{""dealstage"":""qualifiedtobuy""}}",Deal stage → qualifiedtobuy
{{simulationId}},15,765,500,create_note,note,note_{{simulationId}}_15_1,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_15,"{""properties"":{""hs_note_body"":""Qualification call summarizing current process, key pain points, and success criteria."",""hs_timestamp"":""{{run_at_iso}}""}}","Qualification call summarizing current process, key pain points, and success criteria."
{{simulationId}},16,775,300,create_deal,deal,deal_{{simulationId}}_16,deal_to_contact|deal_to_company,{{assocId.deal_contact}}|{{assocId.deal_company}},contact_{{simulationId}}_16|company_{{simulationId}}_16,"{""properties"":{""dealname"":"""",""pipeline"":"""",""dealstage"":""appointmentscheduled"",""amount"":"""",""closedate"":"""",""dealtype"":""""}}","Create deal (Deal Create Payload) + associate to contact,company"
{{simulationId}},14,795,400,create_ticket,ticket,ticket_{{simulationId}}_14,ticket_to_contact|ticket_to_company,{{assocId.ticket_contact}}|{{assocId.ticket_company}},contact_{{simulationId}}_14|company_{{simulationId}}_14,"{""properties"":{""subject"":"""",""hs_pipeline"":"""",""hs_pipeline_stage"":""1"",""hs_ticket_priority"":"""",""content"":""""}}","Create ticket (Ticket Create Payload) + associate to contact,company"
{{simulationId}},7,800,400,update_ticket,ticket,ticket_{{simulationId}}_7,,,,"{""properties"":{""hs_pipeline_stage"":""4""}}",Close ticket [path=won]
{{simulationId}},9,800,300,update_deal,deal,deal_{{simulationId}}_9,,,,"{""properties"":{""dealstage"":""closedwon"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedwon (set closedate) [path=won]
{{simulationId}},9,800,300,update_deal,deal,deal_{{simulationId}}_9,,,,"{""properties"":{""dealstage"":""closedlost"",""closedate"":""{{run_at_iso}}""}}",Close deal → closedlost (set closedate) [path=lost]
{{simulationId}},11,800,300,update_deal,deal,deal_{{simulationId}}_11,,,,"{""properties"":{""dealstage"":""contractsent""}}",Deal stage → contractsent
{{simulationId}},13,800,300,update_deal,deal,deal_{{simulationId}}_13,,,,"{""properties"":{""dealstage"":""decisionmakerboughtin""}}",Deal stage → decisionmakerboughtin
{{simulationId}},15,800,300,update_deal,deal,deal_{{simulationId}}_15,,,,"{""properties"":{""dealstage"":""presentationscheduled""}}",Deal stage → presentationscheduled
{{simulationId}},5,805,500,create_note,note,note_{{simulationId}}_5_5,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_5,"{""properties"":{""hs_note_body"":""30\u2011day check\u2011in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","30‑day check‑in after a won deal, confirming adoption and outlining a potential expansion. [path=won]"
{{simulationId}},7,805,500,create_note,note,note_{{simulationId}}_7_4,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_7,"{""properties"":{""hs_note_body"":""Post\u2011sale follow\u2011up after a won deal, confirming implementation status and next steps. [path=won]"",""hs_timestamp"":""{{run_at_iso}}""}}","Post‑sale follow‑up after a won deal, confirming implementation status and next steps. [path=won]"
{{simulationId}},11,805,500,create_note,note,note_{{simulationId}}_11_3,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_11,"{""properties"":{""hs_note_body"":""Negotiation discussion covering pricing, risks, and next steps to send the contract."",""hs_timestamp"":""{{run_at_iso}}""}}","Negotiation discussion covering pricing, risks, and next steps to send the contract."
{{simulationId}},15,805,500,create_note,note,note_{{simulationId}}_15_2,note_to_contact,{{assocId.note_contact}},contact_{{simulationId}}_15,"{""properties"":{""hs_note_body"":""Presentation recap noting strong interest, open questions, and a request for a proposal."",""hs_timestamp"":""{{run_at_iso}}""}}","Presentation recap noting strong interest, open questions, and a request for a proposal."
{{simulationId}},17,805,200,create_company,company,company_{{simulationId}}_17,,,,"{""properties"":{""name"":"""",""domain"":"""",""phone"":"""",""city"":"""",""state"":"""",""zip"":"""",""country"":"""",""website"":"""",""industry"":"""",""lifecyclestage"":""""}}",Create company (Company Create Payload)
{{simulationId}},17,805,100,create_contact,contact,contact_{{simulationId}}_17,,,,"{""properties"":{""email"":"""",""firstname"":"""",""lastname"":"""",""phone"":"""",""company"":"""",""website"":"""",""lifecyclestage"":"""",""jobtitle"":""""}}",Create contact (Contact Create Payload)
